ID,Name,Article / Other Name,Description,AI Life Cycle Stage,High Level Principle,Associated Principles,Task,Level of Development,Sector,Tool Type,Programming Language,DOI / URL,Year,Authors / Owners,Other Links
312,VerifAI,VERIFAI: A Toolkit for the Formal Design and Analysis of Artificial Intelligence-Based Systems,,Performance evaluation; Deployment and monitoring,Non-Maleficence; Justice,Security; Reliability; Prevention; Auditability,Computer Vision,4,Academic,Code; Article,Python,https://doi.org/10.1007/978-3-030-25540-4_25,2019,"Tommaso Dreossi, Daniel J. Fremont, Shromona Ghosh, Edward Kim, Hadi Ravanbakhsh, Marcell Vazquez-Chanlatte, Sanjit A. Seshia",https://github.com/BerkeleyLearnVerify/VerifAI
313,DLV (Deep Learning Verification),Safety Verification of Deep Neural Networks,,Model setup and training,Non-Maleficence,Safety; Security; Reliability,Computer Vision,4,Academic,Code; Article,Python,https://doi.org/10.1007/978-3-319-63387-9_1,2017,"Xiaowei Huang, Marta Kwiatkowska, Sen Wang, Min Wu",https://github.com/verideep/dlv
314,X-SPELLS,Explaining Sentiment Classification with Synthetic Exemplars and Counter-Exemplars,,Performance evaluation,Explicability,Explicability; Interpretability,Multi-class Classification,4,Academic,Code; Article,Python,https://doi.org/10.1007/978-3-030-61527-7_24,2020,"Orestis Lampridis, Riccardo Guidotti, Salvatore Ruggieri",https://github.com/lstate/X-SPELLS-V2
315,Continuous Auditing of Artificial Intelligence: a Conceptualization and Assessment of Tools and Frameworks,Continuous Auditing of Artificial Intelligence: a Conceptualization and Assessment of Tools and Frameworks,,Businness and problem understanding; Planning and design,Beneficence; Justice,Responsibility; Auditability,Does not apply,"4,1",Academic,Article; Tool Compendium; Resource Compendium,Does not apply,https://doi.org/10.1007/s44206-022-00022-2,2022,"Matti Minkkinen, Joakim Laine, Matti Mäntymäki",
316,AI bias: exploring discriminatory algorithmic decision-making models and the application of possible machine-centric solutions adapted from the pharmaceutical industry,AI bias: exploring discriminatory algorithmic decision-making models and the application of possible machine-centric solutions adapted from the pharmaceutical industry,,Performance evaluation; Deployment and monitoring,Justice; Justice,Fairness; Auditability,Does not apply,4,Academic,Practical Framework; Article,Python,https://doi.org/10.1007/s43681-022-00138-8,2022,Lorenzo Belenguer,
317,Ethical funding for trustworthy AI: proposals to address the responsibilities of funders to ensure that projects adhere to trustworthy AI practice,Ethical funding for trustworthy AI: proposals to address the responsibilities of funders to ensure that projects adhere to trustworthy AI practice,,Businness and problem understanding; Planning and design,Beneficence; Beneficence,Responsibility; Social Good; Trust,Does not apply,"4,1",Academic,Article; Case Studies; Practical Framework; Resource Compendium,Does not apply,https://doi.org/10.1007/s43681-021-00069-w,2022,"Allison Gardner, Adam Leon Smith, Adam Steventon, Ellen Coughlan, Marie Oldfield",
318,SleepXAI,SleepXAI: An explainable deep learning approach for multi-class sleep stage identification,,Model setup and training; Performance evaluation,Explicability; Explicability,Explicability; Interpretability,Multi-class Classification,"3,8",Academic,Code; Article,Python,https://doi.org/10.1007/s10489-022-04357-8,2022,"Micheal Dutt, Surender Redhu, Morten Goodwin, Christian W. Omlin",https://github.com/michealdutt/SleepXAI-An-Explainable-Deep-Learning-approach-for-Multi-class-Sleep-Stage-Identification
319,Machine Learning for Health: Algorithm Auditing & Quality Control,Machine Learning for Health: Algorithm Auditing & Quality Control,,"Planning and design; Collection, understanding and preparation of data; Model setup and training; Performance evaluation; Deployment and monitoring",Beneficence; Non-Maleficence; Justice; Justice; Justice,Social Good; Human Rights; Accountability; Reliability; Fairness; Auditability,Multi-class Classification; Computer Vision,"4,3",Academic; NGO,Article; Code; Website; Resource Compendium,Python,https://doi.org/10.1007/s10916-021-01783-y,2021,"Luis Oala, Andrew G. Murchison, Pradeep Balachandran, Shruti Choudhary, Jana Fehr, Alixandro Werneck Leite, Peter G. Goldschmidt, Christian Johner, Elora D. M. Schörverth, Rose Nakasi, Martin Meyer, Federico Cabitza, Pat Baird, Carolin Prabhu, Eva Weicken, Xiaoxuan Liu, Markus Wenzel, Steffen Vogler, Darlington Akogo, Shada Alsalamah, Emre Kazim, Adriano Koshiyama, Sven Piechottka, Sheena Macpherson, Ian Shadforth, Regina Geierhofer, Christian Matek, Joachim Krois, Bruno Sanguinetti, Matthew Arentz, Pavol Bielik, Saul Calderon-Ramirez, Auss Abbood, Nicolas Langer, Stefan Haufe, Ferath Kherif, Sameer Pujari, Wojciech Samek, Thomas Wiegand","https://health.aiaudit.org/

https://github.com/aiaudit-org/health-aiaudit-public

https://github.com/FG-AI4H

https://fg-ai4h.github.io/"
320,Data Ethics Decision Aid (DEDA) Framework,Data Ethics Decision Aid (DEDA): a dialogical framework for ethical inquiry of AI and data projects in the Netherlands,,Planning and design; Planning and design; Planning and design; Planning and design,Beneficence; Non-Maleficence; Autonomy; Justice,Responsibility; Social Good; Accountability; Privacy; Transparency; Literacy; Fairness,Does not apply,"4,4",Academic; Public,Article; Practical Framework; Tool Compendium; Guide,Does not apply,https://doi.org/10.1007/s10676-020-09577-5,2021,"Aline Shakti Franzke, Iris Muis, Mirko Tobias Schäfer","https://deda.dataschool.nl/en/

https://deda.dataschool.nl/en/handbook/"
321,T-EBAnO,Trusting deep learning natural-language models via local and global explanations,,Model setup and training; Performance evaluation,Explicability; Explicability,Explicability; Interpretability,Natural Language Processing,4,Academic,Code; Article,Python,https://doi.org/10.1007/s10115-022-01690-9,2022,"Francesco Ventura, Salvatore Greco, Daniele Apiletti, Tania Cerquitelli","https://github.com/EBAnO-Ecosystem/Text-EBAnO-Express

https://ebano-ecosystem.github.io/"
322,Variability and reproducibility in deep learning for medical image segmentation,Variability and reproducibility in deep learning for medical image segmentation,,Model setup and training; Performance evaluation,Non-Maleficence; Non-Maleficence,Reproducibility; Transparency,Computer Vision,4,Academic,Article; Practical Framework,Does not apply,https://doi.org/10.1038/s41598-020-69920-0,2020,"Félix Renard, Soulaimane Guedria, Noel De Palma, Nicolas Vuillerme",
323,"Image fairness in deep learning: problems, models, and challenges","Image fairness in deep learning: problems, models, and challenges",,Planning and design,Justice,Fairness,Multi-class Classification; Computer Vision,4,Academic,Article; Resource Compendium; Tool Compendium,Does not apply,https://doi.org/10.1007/s00521-022-07136-1,2022,"Huan Tian, Tianqing Zhu, Wei Liu, Wanlei Zhou",
324,Towards Transparency by Design for Artificial Intelligence,Towards Transparency by Design for Artificial Intelligence,,Businness and problem understanding; Planning and design,Non-Maleficence; Non-Maleficence,Accountability; Transparency,Does not apply,Does not apply,Academic,Article; Theoretical Framework; Principles,Does not apply,https://doi.org/10.1007/s11948-020-00276-4,2020,"Heike Felzmann, Eduard Fosch-Villaronga, Christoph Lutz, Aurelia Tamò-Larrieux",
325,FMEA-AI,FMEA-AI: AI fairness impact assessment using failure mode and effects analysis,,Businness and problem understanding,Justice,Fairness; Auditability,Does not apply,"3,9",Academic,Article; Practical Framework; Examples,Does not apply,https://doi.org/10.1007/s43681-022-00145-9,2022,"Jamy Li, Mark Chignell",https://www.academia.edu/74413338/FMEA_AI_AI_fairness_impact_assessment_using_failure_mode_and_effects_analysis
326,Data-driven Research framework for TAI (DaRe4TAI),Trustworthy artificial intelligence,,Businness and problem understanding; Businness and problem understanding; Businness and problem understanding; Planning and design; Planning and design,Beneficence; Non-Maleficence; Autonomy; Justice; Explicability,Trust; Social Good; Accountability; Privacy; Agency; Fairness; Interpretability,Does not apply,4,Academic,Article; Theoretical Framework; Resource Compendium,Does not apply,https://doi.org/10.1007/s12525-020-00441-4,2021,"Scott Thiebes, Sebastian Lins, Ali Sunyaev",
327,An external stability audit framework to test the validity of personality prediction in AI hiring,An external stability audit framework to test the validity of personality prediction in AI hiring,,Performance evaluation; Performance evaluation,Justice; Non-Maleficence,Fairness; Auditability; Reliability,Binary Classification,"4,2",Academic,Code; Article,Python,https://doi.org/10.1007/s10618-022-00861-0,2022,"Alene K. Rhea, Kelsey Markey, Lauren D’Arinzo, Hilke Schellmann, Mona Sloane, Paul Squires, Falaah Arif Khan, Julia Stoyanovich","https://github.com/DataResponsibly/hiring-stability-audit

https://github.com/DataResponsibly"
328,SPEED,"SPEED: secure, PrivatE, and efficient deep learning",,Model setup and training,Non-Maleficence,Security; Privacy,Multi-class Classification; Computer Vision,"3,9",Academic,Code; Article,Python,https://doi.org/10.1007/s10994-021-05970-3,2021,"Arnaud Grivet Sébert, Rafaël Pinot, Martin Zuber, Cédric Gouy-Pailler, Renaud Sirdey",https://github.com/Arnaud-GS/SPEED
329,Data minimization for GDPR compliance in machine learning models (AI Privacy Toolkit),Data minimization for GDPR compliance in machine learning models,,"Collection, understanding and preparation of data; Model setup and training",Non-Maleficence; Non-Maleficence,Privacy; Quality Data,Binary Classification; Multi-class Classification,"4,2",Private; Academic,Code; Article,Python,https://doi.org/10.1007/s43681-021-00095-8,2022,"Abigail Goldsteen, Gilad Ezov, Ron Shmelkin, Micha Moffie, Ariel Farkash","https://github.com/IBM/ai-privacy-toolkit

https://arxiv.org/abs/2008.04113

https://github.com/IBM/ai-minimization-toolkit"
330,Artificial Intelligence Regulation (AIR) Framework for Governance,Artificial Intelligence Regulation: a framework for governance,,Businness and problem understanding; Planning and design,Beneficence; Beneficence; Governance,Responsibility; Social Good; Accountability; Sustainability; Well-being; Auditability,Does not apply,"4,1",Academic,Article; Theoretical Framework; Resource Compendium,Does not apply,https://doi.org/10.1007/s10676-021-09593-z,2021,"Patricia Gomes Rêgo de Almeida, Carlos Denner dos Santos, Josivania Silva Farias",https://www.researchgate.net/publication/351039094_Artificial_Intelligence_Regulation_a_framework_for_governance
331,DeepFault,DeepFault: Fault Localization for Deep Neural Networks,,Performance evaluation; Performance evaluation,Justice; Non-Maleficence,Auditability; Reliability; Safety,Computer Vision,"4,1",Academic,Code; Article,Python,https://doi.org/10.1007/978-3-030-16722-6_10,2019,"Hasan Ferit Eniser, Simos Gerasimou, Alper Sen","https://github.com/hfeniser/DeepFault

https://github.com/eth-sri/eran"
332,Managing Bias in Machine Learning Projects,Managing Bias in Machine Learning Projects,,"Businness and problem understanding; Collection, understanding and preparation of data; Model setup and training; Performance evaluation; Deployment and monitoring",Justice; Justice; Justice; Justice; Justice,Fairness,Does not apply,4,Academic,Article; Resource Compendium; Practical Framework,Does not apply,https://doi.org/10.1007/978-3-030-86797-3_7,2021,"Tobias Fahse, Viktoria Huber, Benjamin van Giffen",https://www.researchgate.net/publication/355346905_Managing_Bias_in_Machine_Learning_Projects
333,ECCOLA,ECCOLA - A method for implementing ethically aligned AI systems,,Businness and problem understanding; Planning and design; Planning and design; Planning and design; Planning and design,Beneficence; Non-Maleficence; Autonomy; Justice; Explicability,Social Good; Responsibility; Transparency; Accountability; Privacy; Safety; Quality Data; Reliability; Agency; Human Oversight; Sustainability; Auditability; Trade-offs; Prevention; Traceability; Explicability,Does not apply,"4,2",Academic,Article; Practical Framework; Guide,Does not apply,https://doi.org/10.1016/j.jss.2021.111067,2021,"Ville Vakkuri, Kai-Kristian Kemell, Marianna Jantunen, Erika Halme, Pekka Abrahamsson",https://figshare.com/articles/poster/Internet_resource_for_ECCOLA_-_a_Method_for_Implementing_Ethically_Aligned_AI_Systems/12136308
334,ML Ethics Tool,Designing Up with Value-Sensitive Design: Building a Field Guide for Ethical ML Development,,Businness and problem understanding; Planning and design,Non-Maleficence; Justice,Accountability; Privacy; Fairness,Does not apply,"4,4",Academic,Article; Guide; Tool Compendium; Resource Compendium; Website,Does not apply,https://doi.org/10.1145/3531146.3534626,2022,Karen Boyd,"http://karenboyd.org/DesigningUp.pdf

https://ml-ethics-tool.web.app/"
335,A Research Ethics Framework for the Clinical Translation of Healthcare Machine Learning,A Research Ethics Framework for the Clinical Translation of Healthcare Machine Learning,,Planning and design,Beneficence,Social Good; Responsibility; Trust,Does not apply,Does not apply,Academic,Article,Does not apply,https://doi.org/10.1080/15265161.2021.2013977,2022,"Melissa D. McCradden, James A. Anderson, Elizabeth A. Stephenson, Erik Drysdale, Lauren Erdman, Anna Goldenberg, Randi Zlotnik Shaul","https://www.nature.com/articles/s41591-020-1035-9

https://sci-hub.ru/10.1038/s41591-020-1035-9"
336,A Literature Review on Ethics for AI in Biomedical Research and Biobanking,A Literature Review on Ethics for AI in Biomedical Research and Biobanking,,Planning and design; Planning and design,Beneficence; Non-Maleficence,Responsibility; Safety; Transparency; Privacy,Does not apply,Does not apply,Academic,Article; Tool Compendium; Resource Compendium,Does not apply,https://doi.org/10.1055/s-0042-1742516,2022,"Michaela Kargl, Markus Plass, Heimo Müller",
337,The Canada Protocol: AI checklist for Mental Health & Suicide Prevention,Canada protocol: An ethical checklist for the use of artificial Intelligence in suicide prevention and mental health,,Businness and problem understanding; Planning and design; Businness and problem understanding,Beneficence; Non-Maleficence; Justice,Well-being; Security; Privacy; Transparency; Prevention; Fairness,Does not apply,Does not apply,Academic; Public,Article; Checklist,Does not apply,https://doi.org/10.1016/j.artmed.2020.101934,2020,"Carl-Maria Mörch, Abhishek Gupta, Brian L. Mishara","https://montrealethics.ai/the-canada-protocol-ai-checklist-for-mental-health-suicide-prevention/

https://montrealethics.ai/wp-content/uploads/2019/05/Canada-Protocol.pdf

https://sci-hub.ru/10.1016/j.artmed.2020.101934"
338,Interpretability versus Explainability: Classification for Understanding Deep Learning Systems and Models,Interpretability versus Explainability: Classification for Understanding Deep Learning Systems and Models,,Planning and design; Performance evaluation,Explicability; Explicability,Explicability; Interpretability,Does not apply,4,Academic,Article; Resource Compendium,Does not apply,https://doi.org/10.24423/cames.518,2022,"Ivars Namatēvs, Kaspars Sudars, Artis Dobrājs",
339,Aligning artificial intelligence with climate change mitigation,Aligning artificial intelligence with climate change mitigation,,Businness and problem understanding; Planning and design,Beneficence; Beneficence,Sustainability,Does not apply,"4,1",Academic,Article; Theoretical Framework,Does not apply,https://doi.org/10.1038/s41558-022-01377-7,2022,"Lynn H. Kaack, Priya L. Donti, Emma Strubell, George Kamiya, Felix Creutzig, David Rolnick",https://hal.science/hal-03368037/file/Kaack_2021_Aligning.pdf
340,Assessment of Ethics and Social Justice Aspects in Data Science and Artificial Intelligence,Assessment of Ethics and Social Justice Aspects in Data Science and Artificial Intelligence,,Businness and problem understanding; Planning and design; Performance evaluation,Beneficence; Non-Maleficence; Non-Maleficence,Social Good; Transparency; Accountability,Does not apply,4,Academic,Article; Tool Compendium,Does not apply,https://peer.asee.org/41550,2022,"Franz Kurfess, Katya Vasilaky, Tina Cheuk, Ryan Jenkins, Grace Nolan, Amir Hajrasouliha, Elise St. John","https://drive.google.com/drive/folders/1OORiDmcQ7ef7ROLZoqkMbJ5s8ByiYI--?usp=sharing

https://www.ethicscanvas.org/

https://ai4good.org/"
341,"Addressing Fairness, Bias, and Appropriate Use of Artificial Intelligence and Machine Learning in Global Health","Addressing Fairness, Bias, and Appropriate Use of Artificial Intelligence and Machine Learning in Global Health",,Planning and design,Justice,Fairness; Auditability,Does not apply,Does not apply,Academic,Article; Guide; Case Studies,Does not apply,https://doi.org/10.3389/frai.2020.561802,2021,"Richard Ribón Fletcher, Audace Nakeshimana,Olusubomi Olubeko",
342,DeepIV,Deep IV: A Flexible Approach for Counterfactual Prediction,,Model setup and training; Performance evaluation,Explicability; Explicability,Explicability; Interpretability,Multi-class Classification; Computer Vision,"4,1",Academic,Code; Article,Python,https://proceedings.mlr.press/v70/hartford17a.html,2017,"Jason Hartford, Greg Lewis, Kevin Leyton-Brown, Matt Taddy","https://github.com/jhartford/DeepIV

https://github.com/py-why/EconML/blob/main/notebooks/Deep%20IV%20Examples.ipynb"
343,Notions of explainability and evaluation approaches for explainable artificial intelligence,Notions of explainability and evaluation approaches for explainable artificial intelligence,,Planning and design,Explicability,Explicability; Interpretability,Does not apply,4,Academic,Article; Resource Compendium; Tool Compendium,Does not apply,https://doi.org/10.1016/j.inffus.2021.05.009,2021,"Giulia Vilone, Luca Longo",
344,The medical algorithmic audit,The medical algorithmic audit,,"Planning and design; Collection, understanding and preparation of data; Model setup and training; Performance evaluation; Deployment and monitoring",Beneficence; Non-Maleficence; Justice; Explicability; Non-Maleficence,Well-being; Responsibility; Accountability; Transparency; Prevention; Reliability; Fairness; Auditability; Explicability,Does not apply,4,Academic,Article; Guide; Practical Framework,Does not apply,https://doi.org/10.1016/S2589-7500(22)00003-6,2022,"Xiaoxuan Liu, Ben Glocker, Melissa M. McCradden, Marzyeh Ghassemi, Alastair K. Denniston, Lauren Oakden-Rayner",
345,Aesthetic Faces Dataset,Who Loves Virtue as much as He Loves Beauty?: Deep Learning based Estimator for Aesthetics of Portraits,,"Collection, understanding and preparation of data",Justice,Fairness,Computer Vision,4,Academic,Article; Dataset; Code,Python,https://doi.org/10.5220/0009172905210528,2020,"Tobias Gerlach, Michael Danner, Le Ping Peng, Aidas Kaminickas, Wu Fei, Matthias Rätsch","https://www.researchgate.net/publication/340042101_Who_Loves_Virtue_as_much_as_He_Loves_Beauty_Deep_Learning_based_Estimator_for_Aesthetics_of_Portraits

https://github.com/markusoettinger/AestheticFacesToolbox"
346,Identifying Ethical Considerations for Machine Learning Healthcare Applications,Identifying Ethical Considerations for Machine Learning Healthcare Applications,,"Planning and design; Collection, understanding and preparation of data; Model setup and training; Performance evaluation; Deployment and monitoring",Beneficence; Non-Maleficence; Autonomy; Justice; Justice,Responsibility; Social Good; Transparency; Accountability; Prevention; Safety; Agency; Fairness; Auditability,Does not apply,4,Academic,Article; Theoretical Framework,Does not apply,https://doi.org/10.1080/15265161.2020.1819469,2020,"Danton S. Char, Michael D. Abràmoff, Chris Feudtner",https://www.bataafschgenootschap.nl/wp-content/uploads/2021/04/char-abramoff-ajob-2020-target.pdf
347,Auditing the AI Auditors: A Framework for Evaluating Fairness and Bias in High Stakes AI Predictive Models,Auditing the AI Auditors: A Framework for Evaluating Fairness and Bias in High Stakes AI Predictive Models,,"Collection, understanding and preparation of data; Model setup and training; Performance evaluation",Justice; Justice; Justice,Fairness; Auditability,Does not apply,4,Academic,Article; Practical Framework,Does not apply,https://doi.org/10.1037/amp0000972,2022,"Richard N. Landers, Tara S. Behrend",
348,PPML-TSA,PPML-TSA: A modular privacy-preserving time series classification framework,,Model setup and training,Non-Maleficence,Privacy,Multi-class Classification; Time Series,"3,9",Academic,Article; Code,Python,https://doi.org/10.1016/j.simpa.2022.100286,2022,"Dominique Mercier, Adriano Lucieri, Mohsin Munir, Andreas Dengel, Sheraz Ahmed","https://github.com/DominiqueMercier/PPML-TSA

https://github.com/slzhang-git/L10-PPML-TSA"
349,TRIPOD-AI,Protocol for development of a reporting guideline (TRIPOD-AI) and risk of bias tool (PROBAST-AI) for diagnostic and prognostic prediction model studies based on artificial intelligence,,Deployment and monitoring,Non-Maleficence,Transparency; Accountability,Does not apply,Does not apply,Academic,Article; Practical Framework,Does not apply,https://doi.org/10.1136/bmjopen-2020-048008,2021,"Gary S. Collins, Paula Dhiman, Constanza L. Andaur Navarro, Jie Ma, Lotty Hooft, Johannes B. Reitsma, Patricia Logullo, Andrew L. Beam, Lily Peng, Ben Van Calster, Maarten van Smeden, Richard D. Riley, Karel GM. Moons",https://www.tripod-statement.org/
350,Explaining Deep Neural Networks and Beyond: A Review of Methods and Applications,Explaining Deep Neural Networks and Beyond: A Review of Methods and Applications,,Planning and design,Explicability,Explicability; Interpretability,Does not apply,4,Academic,Article; Resource Compendium; Tool Compendium,Does not apply,https://doi.org/10.1109/JPROC.2021.3060483,2021,"Wojciech Samek, Grégoire Montavon, Sebastian Lapuschkin, Christopher J. Anders, Klaus-Robert Müller",
351,MLInspect,MLINSPECT: A Data Distribution Debugger for Machine Learning Pipelines,,"Collection, understanding and preparation of data; Deployment and monitoring",Non-Maleficence; Justice,Reliability; Accountability; Fairness,Binary Classification; Multi-class Classification,"4,1",Academic,Code; Article,Python,https://doi.org/10.1145/3448016.3452759,2021,"Stefan Grafberger, Shubha Guha, Julia Stoyanovich, Sebastian Schelter",https://github.com/stefan-grafberger/mlinspect
352,AutoXAI,AutoXAI: A Framework to Automatically Select the Most Adapted XAI Solution,,Performance evaluation,Explicability,Explicability; Interpretability,Binary Classification; Regression,"4,1",Academic,Code; Article,Python,https://doi.org/10.1145/3511808.3557247,2022,"Robin Cugny, Julien Aligon, Max Chevalier, Geoffrey Roman Jimenez, Olivier Teste","https://arxiv.org/abs/2210.02795

https://github.com/robincugny/autoxai"
